show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,primary_genre,duration_minutes,seasons
s1129,Movie,The Eternal Memory 1129,Aisha Costa,"Wei Nair, Wei Smith, Raj Lee, Carlos Tanaka",Brazil,2017-06-12,2015,TV-MA,148 min,"Thrillers, Children & Family Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in Brazil.,2017,June,Thrillers,148.0,
s1130,Movie,The Broken Storm 1130,Elena Silva,"Yuki Müller, David Lee, Carlos Johnson, Aisha Lee, Wei Smith",United States,2017-11-10,2014,TV-MA,126 min,Horror Movies,A gripping movie exploring themes of survival and identity in United States.,2017,November,Horror Movies,126.0,
s1131,TV Show,The Silent Horizon 1131,Unknown,"David Park, Sara Tanaka, John Garcia, Anil Kumar, Carlos Silva",United States,2025-04-11,2025,TV-MA,1 Seasons,Crime TV Shows,A gripping tv show exploring themes of survival and identity in United States.,2025,April,Crime TV Shows,,1.0
s1132,TV Show,The Eternal City 1132,Unknown,"Aisha Costa, Fatima Patel, Carlos Johnson, Sara Patel",United Kingdom,2026-02-23,2023,PG-13,8 Seasons,"Crime TV Shows, Anime Series, Reality TV",A gripping tv show exploring themes of survival and identity in United Kingdom.,2026,February,Crime TV Shows,,8.0
s1133,Movie,The Last Promise 1133,Wei Müller,"Maria Park, David Smith, Tom Smith, David Rossi, Sara Johnson",United States,2026-09-11,2024,TV-14,91 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in United States.,2026,September,Sci-Fi & Fantasy,91.0,
s1134,Movie,The Broken City 1134,Anil Lee,"Priya Khan, Min Rossi, Yuki Khan, Elena Tanaka, Sara Müller",United Kingdom,2026-02-02,2025,TV-MA,113 min,Independent Movies,A gripping movie exploring themes of survival and identity in United Kingdom.,2026,February,Independent Movies,113.0,
s1135,TV Show,The Forgotten Kingdom 1135,Unknown,"Sara Johnson, Yuki Park, Min Tanaka",United States,2024-03-10,2024,TV-14,8 Seasons,Anime Series,A gripping tv show exploring themes of survival and identity in United States.,2024,March,Anime Series,,8.0
s1136,TV Show,The Eternal Storm 1136,Unknown,"John Patel, Hana Silva, Priya Nair, Priya Park",Japan,2014-01-11,2014,R,4 Seasons,"Reality TV, TV Dramas, Kids' TV",A gripping tv show exploring themes of survival and identity in Japan.,2014,January,Reality TV,,4.0
s1137,Movie,The Silent Horizon 1137,Wei Costa,"Priya Lee, Wei Rossi, Elena Tanaka, Raj Khan, Aisha Garcia, David Müller, Priya Lee",Unknown,2018-10-06,2018,TV-14,124 min,Independent Movies,A gripping movie exploring themes of survival and identity in United States.,2018,October,Independent Movies,124.0,
s1138,TV Show,The Golden Dreams 1138,Unknown,"Elena Costa, Anil Smith, John Lee, Aisha Müller",South Korea,2009-08-23,2008,TV-MA,5 Seasons,"Kids' TV, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in South Korea.,2009,August,Kids' TV,,5.0
s1139,TV Show,The Forgotten Journey Chronicles 1139,Unknown,"Tom Johnson, Priya Khan, Carlos Tanaka, Tom Garcia, Fatima Silva, Aisha Khan, David Kumar",Mexico,2020-07-16,2019,TV-MA,2 Seasons,"TV Action & Adventure, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Mexico.,2020,July,TV Action & Adventure,,2.0
s1140,Movie,The Last Storm 1140,David Rossi,"Raj Patel, Carlos Nair, David Garcia, John Park",United States,2021-01-23,2017,PG-13,74 min,Dramas,A gripping movie exploring themes of survival and identity in United States.,2021,January,Dramas,74.0,
s1141,TV Show,The Secret City Chronicles 1141,Unknown,"Fatima Park, Yuki Johnson, Min Johnson, Sara Rossi, Wei Patel, Sara Nair",Mexico,2019-10-14,2019,TV-MA,5 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in Mexico.,2019,October,Docuseries,,5.0
s1142,Movie,The Forgotten Promise 1142,John Nair,"Anil Garcia, Maria Smith, Min Park, Min Park, Priya Nair, Maria Khan, Hana Müller",Japan,2026-11-23,2025,TV-MA,143 min,"Independent Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in Japan.,2026,November,Independent Movies,143.0,
s1143,Movie,The Silent Storm 1143,Fatima Lee,"Fatima Costa, Hana Silva, Elena Costa",Mexico,2022-02-15,2020,TV-Y,71 min,"Sci-Fi & Fantasy, Independent Movies",A gripping movie exploring themes of survival and identity in Mexico.,2022,February,Sci-Fi & Fantasy,71.0,
s1144,TV Show,The Last Journey 1144,Unknown,"Hana Patel, David Costa, Aisha Nair",Italy,2026-07-17,2024,NR,2 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in Italy.,2026,July,Kids' TV,,2.0
s1145,Movie,The Dark Horizon 1145,Raj Park,"Wei Nair, John Rossi, Min Johnson, Anil Lee, David Garcia, Aisha Silva, Hana Tanaka",Japan,2024-04-20,2021,TV-14,132 min,"Comedies, Horror Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in Japan.,2024,April,Comedies,132.0,
s1146,Movie,The Lost Empire 1146,Min Park,"David Tanaka, Maria Müller, Tom Kumar",India,2022-11-27,2021,TV-14,154 min,"Independent Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in India.,2022,November,Independent Movies,154.0,
s1147,Movie,The Last Kingdom 1147,Unknown,"Maria Nair, Elena Khan, Maria Müller, David Lee",Canada,2026-02-04,2024,TV-PG,143 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in Canada.,2026,February,Sci-Fi & Fantasy,143.0,
s1148,TV Show,The Wild Promise Chronicles 1148,Unknown,"John Kumar, Yuki Lee, Anil Garcia, Yuki Tanaka, Min Tanaka, Tom Smith, David Park",United Kingdom,2012-12-14,2010,TV-14,1 Season,"Reality TV, Romantic TV Shows, TV Comedies",A gripping tv show exploring themes of survival and identity in United Kingdom.,2012,December,Reality TV,,1.0
s1149,TV Show,The Dark Rebellion 1149,Unknown,"Tom Johnson, Carlos Tanaka, Sara Tanaka, Anil Park, Raj Müller",United States,2022-04-13,2022,TV-MA,7 Seasons,"TV Comedies, Kids' TV",A gripping tv show exploring themes of survival and identity in United States.,2022,April,TV Comedies,,7.0
s1150,Movie,The Last Horizon 1150,Unknown,"Tom Nair, Tom Tanaka, Elena Johnson, Wei Lee, Sara Costa",United States,2026-02-12,2025,R,151 min,"Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in United States.,2026,February,Children & Family Movies,151.0,
s1151,Movie,The Broken Dreams 1151,Carlos Rossi,"Wei Rossi, Raj Nair, Wei Patel, Aisha Costa, Tom Silva, Raj Lee",Germany,2025-07-10,2023,R,101 min,"Sci-Fi & Fantasy, Dramas",A gripping movie exploring themes of survival and identity in Germany.,2025,July,Sci-Fi & Fantasy,101.0,
s1152,Movie,The Dark Horizon 1152,Unknown,"Priya Kumar, John Johnson, Min Lee, Hana Lee, Yuki Silva, Fatima Kumar",United States,2020-03-17,2020,R,80 min,"Horror Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United States.,2020,March,Horror Movies,80.0,
s1153,Movie,The Golden Promise 1153,Hana Kumar,"Maria Rossi, Aisha Tanaka, Aisha Garcia, John Khan, Fatima Müller",Canada,2013-01-07,2011,TV-MA,155 min,"Independent Movies, Dramas, Action & Adventure",A gripping movie exploring themes of survival and identity in Canada.,2013,January,Independent Movies,155.0,
s1154,TV Show,The Golden City 1154,Unknown,"Aisha Johnson, Anil Silva, Elena Silva, Fatima Park, Raj Johnson, Wei Garcia, Fatima Johnson",United Kingdom,2023-02-17,2018,TV-14,4 Seasons,TV Dramas,A gripping tv show exploring themes of survival and identity in United Kingdom.,2023,February,TV Dramas,,4.0
s1155,TV Show,The Wild Horizon 1155,Unknown,"Min Khan, Hana Kumar, Aisha Costa",United States,2016-06-04,2014,TV-MA,4 Seasons,"Anime Series, Crime TV Shows, TV Mysteries",A gripping tv show exploring themes of survival and identity in United States.,2016,June,Anime Series,,4.0
s1156,TV Show,The Broken Kingdom 1156,Unknown,"Priya Patel, Elena Tanaka, Elena Rossi, Sara Patel",Canada,2021-02-25,2020,R,7 Seasons,"TV Dramas, Kids' TV, Docuseries",A gripping tv show exploring themes of survival and identity in Canada.,2021,February,TV Dramas,,7.0
s1157,TV Show,The Dark Kingdom Chronicles 1157,Unknown,"Carlos Park, Raj Johnson, Raj Johnson",Australia,2026-07-10,2022,R,8 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in Australia.,2026,July,Docuseries,,8.0
s1158,Movie,The Forgotten Shadows 1158,Tom Garcia,"Fatima Costa, Wei Kumar, Fatima Smith, Wei Nair, Carlos Smith",United Kingdom,2026-09-27,2024,TV-14,151 min,"Dramas, Action & Adventure",A gripping movie exploring themes of survival and identity in United Kingdom.,2026,September,Dramas,151.0,
s1159,TV Show,The Broken Storm 1159,Unknown,"Fatima Smith, Raj Kumar, Elena Park, Fatima Smith, Hana Garcia",Turkey,2021-12-21,2020,PG-13,6 Seasons,"Crime TV Shows, TV Dramas",A gripping tv show exploring themes of survival and identity in Turkey.,2021,December,Crime TV Shows,,6.0
s1160,Movie,The Dark Horizon 1160,Unknown,"Min Kumar, Elena Garcia, Tom Khan, Aisha Tanaka, Wei Garcia",Japan,2020-11-03,2019,TV-14,77 min,"Children & Family Movies, Horror Movies, Comedies",A gripping movie exploring themes of survival and identity in Japan.,2020,November,Children & Family Movies,77.0,
s1161,TV Show,The Forgotten Shadows 1161,Unknown,"Fatima Nair, Hana Garcia, Aisha Smith",France,2024-08-27,2022,R,5 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in France.,2024,August,Docuseries,,5.0
s1162,TV Show,The Silent Shadows Chronicles 1162,Unknown,"Anil Rossi, Raj Garcia, Tom Rossi, Wei Kumar",Australia,2025-01-07,2025,TV-MA,5 Seasons,"TV Action & Adventure, TV Comedies, TV Mysteries",A gripping tv show exploring themes of survival and identity in Australia.,2025,January,TV Action & Adventure,,5.0
s1163,TV Show,The Secret Journey 1163,Unknown,"Sara Tanaka, Aisha Patel, Raj Kumar",Japan,2023-01-20,2022,TV-PG,6 Seasons,"TV Action & Adventure, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Japan.,2023,January,TV Action & Adventure,,6.0
s1164,Movie,The Last Kingdom 1164,David Costa,"Raj Kumar, Min Tanaka, Min Smith, Hana Costa, Anil Müller, Min Garcia, Wei Smith",Spain,2024-06-01,2023,TV-MA,77 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in Spain.,2024,June,Children & Family Movies,77.0,
s1165,Movie,The Endless Horizon 1165,Tom Rossi,"Wei Smith, Raj Costa, Fatima Lee, Fatima Park",Australia,2026-09-27,2022,TV-MA,118 min,"Dramas, Independent Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Australia.,2026,September,Dramas,118.0,
s1166,Movie,The Silent Kingdom 1166,Priya Rossi,"Min Khan, Yuki Tanaka, Aisha Kumar",United Kingdom,2026-08-04,2025,TV-14,142 min,Independent Movies,A gripping movie exploring themes of survival and identity in United Kingdom.,2026,August,Independent Movies,142.0,
s1167,Movie,The Golden Dreams 1167,Priya Müller,"Raj Garcia, David Garcia, Hana Johnson, Fatima Costa, Priya Garcia, Raj Johnson",Nigeria,2018-05-10,2018,NR,179 min,Action & Adventure,A gripping movie exploring themes of survival and identity in Nigeria.,2018,May,Action & Adventure,179.0,
s1168,Movie,The Endless Horizon 1168,Hana Müller,"Aisha Müller, Sara Lee, John Tanaka, Maria Rossi",Australia,2026-12-27,2023,PG-13,127 min,"Action & Adventure, Thrillers",A gripping movie exploring themes of survival and identity in Australia.,2026,December,Action & Adventure,127.0,
s1169,Movie,The Eternal Horizon 1169,Maria Khan,"Sara Johnson, Sara Smith, Tom Kumar, Maria Smith, John Johnson",United States,2014-11-15,2014,TV-MA,147 min,"Independent Movies, Dramas",A gripping movie exploring themes of survival and identity in United States.,2014,November,Independent Movies,147.0,
s1170,Movie,The Endless Shadows 1170,Tom Costa,"Aisha Khan, Elena Patel, Aisha Costa, Aisha Garcia, Hana Rossi",South Korea,2026-06-18,2025,TV-14,144 min,Action & Adventure,A gripping movie exploring themes of survival and identity in South Korea.,2026,June,Action & Adventure,144.0,
s1171,TV Show,The Endless Journey 1171,Unknown,"Carlos Rossi, Priya Johnson, John Johnson, Anil Rossi, Yuki Johnson, Maria Smith, Aisha Khan",Spain,2022-01-17,2020,PG,5 Seasons,"Docuseries, TV Dramas",A gripping tv show exploring themes of survival and identity in Spain.,2022,January,Docuseries,,5.0
s1172,TV Show,The Last Kingdom 1172,Unknown,"Fatima Patel, Fatima Patel, Aisha Khan, Min Kumar",United States,2023-12-24,2021,TV-MA,4 Seasons,"Crime TV Shows, Kids' TV, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in United States.,2023,December,Crime TV Shows,,4.0
s1173,TV Show,The Silent Shadows Chronicles 1173,Unknown,"Raj Garcia, Priya Garcia, Hana Park, Elena Müller",Australia,2024-10-17,2023,TV-PG,7 Seasons,"TV Action & Adventure, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Australia.,2024,October,TV Action & Adventure,,7.0
s1174,Movie,The Lost Rebellion 1174,Unknown,"Raj Patel, Tom Tanaka, Yuki Park",Japan,2025-06-11,2021,TV-MA,70 min,Documentaries,A gripping movie exploring themes of survival and identity in Japan.,2025,June,Documentaries,70.0,
s1175,TV Show,The Broken Promise Chronicles 1175,Unknown,"Priya Smith, Fatima Smith, Tom Costa, Raj Kumar, Priya Silva, Maria Nair, Carlos Garcia",France,2017-08-08,2016,TV-MA,2 Season,Reality TV,A gripping tv show exploring themes of survival and identity in France.,2017,August,Reality TV,,2.0
s1176,Movie,The Endless Horizon 1176,David Khan,"Priya Nair, Aisha Rossi, Fatima Silva, Carlos Kumar, Anil Kumar, Fatima Müller, Carlos Tanaka",Egypt,2021-12-27,2019,TV-MA,144 min,"Independent Movies, Children & Family Movies, Dramas",A gripping movie exploring themes of survival and identity in Egypt.,2021,December,Independent Movies,144.0,
s1177,Movie,The Golden City 1177,Unknown,"Priya Lee, Priya Müller, Sara Park",Australia,2022-02-24,2018,TV-14,176 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in Australia.,2022,February,Children & Family Movies,176.0,
s1178,TV Show,The Dark Rebellion 1178,Unknown,"Raj Smith, Sara Tanaka, David Costa, Carlos Khan, Aisha Silva",Turkey,2020-09-05,2020,R,5 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in Turkey.,2020,September,Kids' TV,,5.0
s1179,Movie,The Silent Empire 1179,Aisha Rossi,"Anil Smith, Anil Patel, Maria Khan, Raj Costa",Spain,2024-10-20,2022,R,146 min,"Horror Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Spain.,2024,October,Horror Movies,146.0,
s1180,Movie,The Golden Empire 1180,Yuki Kumar,"Tom Garcia, Anil Patel, Sara Patel, Priya Rossi",Unknown,2022-09-03,2018,PG,158 min,"Action & Adventure, Sci-Fi & Fantasy, Documentaries",A gripping movie exploring themes of survival and identity in South Korea.,2022,September,Action & Adventure,158.0,
s1181,TV Show,The Wild Legacy 1181,Unknown,"Wei Tanaka, Sara Rossi, Raj Kumar, Yuki Smith, Wei Johnson",France,2018-06-05,2016,TV-14,8 Seasons,"Kids' TV, TV Action & Adventure",A gripping tv show exploring themes of survival and identity in France.,2018,June,Kids' TV,,8.0
s1182,Movie,The Secret Journey 1182,Unknown,"Priya Müller, Wei Costa, David Lee, Raj Khan, Tom Smith, Anil Kumar",India,2026-09-23,2023,R,112 min,Independent Movies,A gripping movie exploring themes of survival and identity in India.,2026,September,Independent Movies,112.0,
s1183,TV Show,The Last Empire 1183,Unknown,"Priya Garcia, Carlos Patel, Maria Rossi",United States,2025-03-08,2023,TV-G,1 Seasons,"TV Action & Adventure, TV Dramas",A gripping tv show exploring themes of survival and identity in United States.,2025,March,TV Action & Adventure,,1.0
s1184,Movie,The Endless Rebellion 1184,Aisha Smith,"Priya Garcia, Raj Müller, Fatima Patel, Sara Kumar, Elena Park",United States,2021-12-06,2020,TV-MA,95 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in United States.,2021,December,Sci-Fi & Fantasy,95.0,
s1185,Movie,The Forgotten Horizon 1185,Yuki Müller,"Maria Rossi, Aisha Tanaka, Yuki Silva, Raj Smith",United States,2025-06-08,2022,TV-MA,174 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A gripping movie exploring themes of survival and identity in United States.,2025,June,Horror Movies,174.0,
s1186,Movie,The Wild Legacy 1186,Yuki Rossi,"Fatima Tanaka, Sara Patel, Aisha Smith, Elena Silva",Nigeria,2021-06-08,2016,PG-13,70 min,"Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in Nigeria.,2021,June,Children & Family Movies,70.0,
s1187,Movie,The Last Journey 1187,Wei Silva,"Raj Patel, Tom Nair, Aisha Park, Tom Lee, Tom Garcia, Maria Khan",Nigeria,2015-03-11,2015,TV-MA,166 min,Action & Adventure,A gripping movie exploring themes of survival and identity in Nigeria.,2015,March,Action & Adventure,166.0,
s1188,TV Show,The Endless Horizon 1188,Unknown,"Wei Johnson, Anil Müller, Hana Lee",Canada,2019-08-14,2019,PG-13,8 Seasons,"Docuseries, Anime Series, Reality TV",A gripping tv show exploring themes of survival and identity in Canada.,2019,August,Docuseries,,8.0
s1189,Movie,The Silent Horizon 1189,Unknown,"Fatima Costa, Hana Khan, Anil Khan, Aisha Park, Tom Patel",United Kingdom,2024-09-10,2019,TV-MA,134 min,"Children & Family Movies, Horror Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in United Kingdom.,2024,September,Children & Family Movies,134.0,
s1190,TV Show,The Last Horizon 1190,Unknown,"Sara Khan, Wei Kumar, Tom Müller, Fatima Costa",Brazil,2013-03-03,2011,TV-MA,6 Seasons,"TV Mysteries, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in Brazil.,2013,March,TV Mysteries,,6.0
